SFIN,Segregated Fund Name,NAV Date,NAV Per Unit,Company Name,Date,Sr.no.
ULIF 012 17/05/04 LMaximis2 105,Maximiser Fund II,18-Sep-24,193.7558,ICICI Prudential Life Insurance Company Limited,18-Sep-24,89
ULIF 022 13/03/06 LMaximis3 105,Maximiser Fund III,18-Sep-24,78.4950,ICICI Prudential Life Insurance Company Limited,18-Sep-24,90
ULIF 037 27/08/07 LMaximis4 105,Maximiser Fund IV,18-Sep-24,68.6973,ICICI Prudential Life Insurance Company Limited,18-Sep-24,91
ULIF 028 20/03/07 LFlexiGro3 105,Flexi Growth Fund III,18-Sep-24,63.2802,ICICI Prudential Life Insurance Company Limited,18-Sep-24,92
ULIF 038 27/08/07 LFlexiGro4 105,Flexi Growth Fund IV,18-Sep-24,61.1567,ICICI Prudential Life Insurance Company Limited,18-Sep-24,93
ULIF 114 15/03/11 LMaximis5 105,Maximiser Fund V,18-Sep-24,55.5590,ICICI Prudential Life Insurance Company Limited,18-Sep-24,94
ULIF 085 24/11/09 LMCapGro 105,Multi Cap Growth Fund,18-Sep-24,56.8530,ICICI Prudential Life Insurance Company Limited,18-Sep-24,95
ULIF 042 22/11/07 LMultip1 105,Multiplier Fund,18-Sep-24,42.3696,ICICI Prudential Life Insurance Company Limited,18-Sep-24,96
ULIF 044 25/02/08 LMultip2 105,Multiplier Fund II,18-Sep-24,53.6003,ICICI Prudential Life Insurance Company Limited,18-Sep-24,97
ULIF 046 25/02/08 LMultip3 105,Multiplier Fund III,18-Sep-24,46.9153,ICICI Prudential Life Insurance Company Limited,18-Sep-24,98
ULIF 047 25/02/08 LMultip4 105,Multiplier Fund IV,18-Sep-24,53.4619,ICICI Prudential Life Insurance Company Limited,18-Sep-24,99
ULIF 086 24/11/09 LOpport 105,Opportunities Fund,18-Sep-24,60.8530,ICICI Prudential Life Insurance Company Limited,18-Sep-24,100
ULIF 093 11/01/10 PBluChip 105,Pension Bluechip Fund,18-Sep-24,46.1548,ICICI Prudential Life Insurance Company Limited,18-Sep-24,101
ULIF 030 20/03/07 PFlexiGro2 105,Pension Flexi Growth II,18-Sep-24,78.7819,ICICI Prudential Life Insurance Company Limited,18-Sep-24,102
ULIF 127 01/12/11 PGROWTH 105,Pension Growth Fund,18-Sep-24,40.3662,ICICI Prudential Life Insurance Company Limited,18-Sep-24,103
ULIF 087 24/11/09 LBluChip 105,Bluechip Fund,18-Sep-24,47.4518,ICICI Prudential Life Insurance Company Limited,18-Sep-24,104
ULIF 013 17/05/04 PMaximis2 105,Pension Maximiser Fund II,18-Sep-24,215.9219,ICICI Prudential Life Insurance Company Limited,18-Sep-24,105
ULIF 004 03/05/02 PMaximis1 105,Pension Maximiser Fund,18-Sep-24,328.8910,ICICI Prudential Life Insurance Company Limited,18-Sep-24,106
ULIF 091 11/01/10 PMCapGro 105,Pension Multi Cap Growth Fund,18-Sep-24,52.6159,ICICI Prudential Life Insurance Company Limited,18-Sep-24,107
ULIF 043 25/02/08 PMultip1 105,Pension Multiplier Fund,18-Sep-24,41.6796,ICICI Prudential Life Insurance Company Limited,18-Sep-24,108
ULIF 045 25/02/08 PMultip2 105,Pension Multiplier Fund II,18-Sep-24,48.8130,ICICI Prudential Life Insurance Company Limited,18-Sep-24,109
ULIF 092 11/01/10 POpport 105,Pension Opportunities Fund,18-Sep-24,60.3838,ICICI Prudential Life Insurance Company Limited,18-Sep-24,110
ULIF 052 17/03/08 PRICH1 105,Pension RICH Fund,18-Sep-24,67.1470,ICICI Prudential Life Insurance Company Limited,18-Sep-24,111
ULIF 053 17/03/08 PRICH2 105,Pension RICH Fund II,18-Sep-24,76.4376,ICICI Prudential Life Insurance Company Limited,18-Sep-24,112
ULIF 049 17/03/08 LRICH2 105,RICH Fund II,18-Sep-24,67.3721,ICICI Prudential Life Insurance Company Limited,18-Sep-24,113
ULIF 050 17/03/08 LRICH3 105,RICH Fund III,18-Sep-24,58.7318,ICICI Prudential Life Insurance Company Limited,18-Sep-24,114
ULIF 051 17/03/08 LRICH4 105,RICH Fund IV,18-Sep-24,66.9626,ICICI Prudential Life Insurance Company Limited,18-Sep-24,115
ULIF 027 20/03/07 LFlexiGro2 105,Flexi Growth Fund II,18-Sep-24,72.5166,ICICI Prudential Life Insurance Company Limited,18-Sep-24,116
ULIF 134 19/09/13 LGF 105,LIFE GROWTH FUND,18-Sep-24,36.2556,ICICI Prudential Life Insurance Company Limited,18-Sep-24,117
ULIF 138 15/02/17 AAABF 105,Active Asset Allocation Balanc,18-Sep-24,19.71,ICICI Prudential Life Insurance Company Limited,18-Sep-24,118
ULIF 139 24/11/17 VEF 105,Value Enhancer Fund,18-Sep-24,25.2202,ICICI Prudential Life Insurance Company Limited,18-Sep-24,119
ULIF 140 24/11/17 SOF 105,Secure Opportunities Fund,18-Sep-24,14.7086,ICICI Prudential Life Insurance Company Limited,18-Sep-24,120
ULIF 141 04/02/19 IndiaGrwth 105,India Growth Fund,18-Sep-24,24.3831,ICICI Prudential Life Insurance Company Limited,18-Sep-24,121
ULIF 142 04/02/19 FocusFifty 105,Focus 50 Fund,18-Sep-24,20.6353,ICICI Prudential Life Insurance Company Limited,18-Sep-24,122
ULIF 144 03/06/21 BalanceAdv 105,Balanced Advantage Fund,18-Sep-24,14.8443,ICICI Prudential Life Insurance Company Limited,18-Sep-24,123
ULIF 145 03/06/21 SustainEqu 105,Sustainable Equity Fund,18-Sep-24,14.7191,ICICI Prudential Life Insurance Company Limited,18-Sep-24,124
ULIF 146 28/06/22 MidCapFund 105,Mid Cap Fund,18-Sep-24,19.2878,ICICI Prudential Life Insurance Company Limited,18-Sep-24,125
ULIF 147 050123 MCHybrdGrt 105,Mid Cap Hybrid Growth Fund,18-Sep-24,16.8125,ICICI Prudential Life Insurance Company Limited,18-Sep-24,126
ULIF 148 050123 ConstntMat 105,Constant Maturity Fund,18-Sep-24,10.9293,ICICI Prudential Life Insurance Company Limited,18-Sep-24,127
ULIF 149 050723 McIndxFund 105,Mid Cap Index Fund,18-Sep-24,14.3377,ICICI Prudential Life Insurance Company Limited,18-Sep-24,128
ULIF 151 180124 McMomentum 105,Mid Cap 150 Momentum 50 Index fund,18-Sep-24,12.3372,ICICI Prudential Life Insurance Company Limited,18-Sep-24,129
ULIF 152 220224 MultiCapIF 105,Multicap 50 25 25 Index Fund,18-Sep-24,12.0318,ICICI Prudential Life Insurance Company Limited,18-Sep-24,130
ULIF 153 150424 MidSmal400 105,MidSmall Cap 400 Index Fund,18-Sep-24,11.4987,ICICI Prudential Life Insurance Company Limited,18-Sep-24,131
ULIF 137 27/11/15 UNCLAIM 105,UNCLAIMED FUND,18-Sep-24,16.4862,ICICI Prudential Life Insurance Company Limited,18-Sep-24,132
ULIF 154 260624 PenIndGrwt 105,Pension India Growth Fund,18-Sep-24,10.2408,ICICI Prudential Life Insurance Company Limited,18-Sep-24,133
ULIF 155 260624 PensionBal 105,Pension Balanced Fund,18-Sep-24,10.3020,ICICI Prudential Life Insurance Company Limited,18-Sep-24,134
ULGF 013 02/04/08 GLEBal 105,Group Leave Encashment Balance,17-Sep-24,37.9895,ICICI Prudential Life Insurance Company Limited,17-Sep-24,1
ULGF 001 03/04/03 GBalancer 105,Group Balanced Fund,17-Sep-24,67.5254,ICICI Prudential Life Insurance Company Limited,17-Sep-24,2
ULGF 006 03/10/05 GCGBal1 105,Group Cap Guarantee Balanced,17-Sep-24,40.9469,ICICI Prudential Life Insurance Company Limited,17-Sep-24,3
ULGF 010 21/03/07 GCGBal2 105,Group Cap Gua Balanced II,17-Sep-24,39.5789,ICICI Prudential Life Insurance Company Limited,17-Sep-24,4
ULGF 049 27/08/13 GCGBal3 105,Group Capital Guarantee Balanc,17-Sep-24,23.3764,ICICI Prudential Life Insurance Company Limited,17-Sep-24,5
ULGF 041 30/04/13 GBalancer2 105,Group Balanced Fund II,17-Sep-24,23.3937,ICICI Prudential Life Insurance Company Limited,17-Sep-24,6
ULGF 050 27/08/13 GCGGrowth3 105,Group Capital Guarantee Growth,17-Sep-24,23.0739,ICICI Prudential Life Insurance Company Limited,17-Sep-24,7
ULGF 014 02/04/08 GLEIncome 105,Group Leave Encashment Debt,17-Sep-24,32.8978,ICICI Prudential Life Insurance Company Limited,17-Sep-24,8
ULGF 003 03/04/03 GSTDebt 105,Group Short Term Debt fund,17-Sep-24,37.5108,ICICI Prudential Life Insurance Company Limited,17-Sep-24,9
ULGF 046 27/08/13 GSTDebt2 105,Group Short Term Debt Fund II,17-Sep-24,16.6106,ICICI Prudential Life Insurance Company Limited,17-Sep-24,10
ULGF 007 28/10/05 GCGDebt1 105,Group Capital Guarantee Debt,17-Sep-24,50.5014,ICICI Prudential Life Insurance Company Limited,17-Sep-24,11
ULGF 011 21/03/07 GCGDebt2 105,Group Cap Gua Debt II,17-Sep-24,40.3306,ICICI Prudential Life Insurance Company Limited,17-Sep-24,12
ULGF 048 27/08/13 GCGDebt3 105,Group Capital Guarantee Debt F,17-Sep-24,22.0975,ICICI Prudential Life Insurance Company Limited,17-Sep-24,13
ULGF 005 24/02/04 GCGSTDebt1 105,Group Cap Gua STerm Debt,17-Sep-24,35.7881,ICICI Prudential Life Insurance Company Limited,17-Sep-24,14
ULGF 009 16/03/07 GCGSTDebt2 105,Group Cap Gua STerm Debt II,17-Sep-24,30.0502,ICICI Prudential Life Insurance Company Limited,17-Sep-24,15
ULGF 047 27/08/13 GCGSTDebt3 105,Group Capital Guarantee Short,17-Sep-24,17.8674,ICICI Prudential Life Insurance Company Limited,17-Sep-24,16
ULGF 002 03/04/03 GDebt 105,Group Debt Fund,17-Sep-24,49.0283,ICICI Prudential Life Insurance Company Limited,17-Sep-24,17
ULGF 040 30/04/13 GDebt2 105,Group Debt Fund II,17-Sep-24,23.4575,ICICI Prudential Life Insurance Company Limited,17-Sep-24,18
ULGF 039 30/04/13 GSTDebt3 105,Group Short Term Debt Fund III,17-Sep-24,17.3262,ICICI Prudential Life Insurance Company Limited,17-Sep-24,19
ULGF 051 03/04/03 GSBLN 105,Group SA Balanced Fund,17-Sep-24,66.7765,ICICI Prudential Life Insurance Company Limited,17-Sep-24,20
ULGF 055 24/02/04 GSCGSTD 105,Group SA CG Short Term Debt Fu,17-Sep-24,36.2087,ICICI Prudential Life Insurance Company Limited,17-Sep-24,21
ULGF 052 03/04/03 GSDBT 105,Group SA Debt Fund,17-Sep-24,48.2885,ICICI Prudential Life Insurance Company Limited,17-Sep-24,22
ULGF 054 30/10/03 GSGF 105,Group SA Growth Fundi,17-Sep-24,130.4112,ICICI Prudential Life Insurance Company Limited,17-Sep-24,23
ULGF 053 03/04/03 GSSTD 105,Group SA Short Term Debt Fund,17-Sep-24,37.43,ICICI Prudential Life Insurance Company Limited,17-Sep-24,24
ULGF 008 11/12/06 GCGGrowth1 105,Group Capital Gua Growth,17-Sep-24,40.5366,ICICI Prudential Life Insurance Company Limited,17-Sep-24,25
ULGF 012 05/07/07 GCGGrowth2 105,Group Cap Gua Growth II,17-Sep-24,41.4248,ICICI Prudential Life Insurance Company Limited,17-Sep-24,26
ULGF 004 30/10/03 GGrowth 105,Group Growth Fund,17-Sep-24,131.4122,ICICI Prudential Life Insurance Company Limited,17-Sep-24,27
ULGF 042 30/04/13 GGrowth2 105,Group Growth Fund II,17-Sep-24,30.4682,ICICI Prudential Life Insurance Company Limited,17-Sep-24,28
ULIF 132 02/11/12 ERBF 105,Easy Retirement Balanced Fund,17-Sep-24,27.2596,ICICI Prudential Life Insurance Company Limited,17-Sep-24,29
ULIF 060 15/01/09 HFlexiBal 105,Health Flexi Balanced Fund,17-Sep-24,63.7960,ICICI Prudential Life Insurance Company Limited,17-Sep-24,30
ULIF 031 20/03/07 LFlexiBal1 105,Flexi Balanced Fund,17-Sep-24,46.1305,ICICI Prudential Life Insurance Company Limited,17-Sep-24,31
ULIF 025 21/08/06 LInvShldNw 105,New Invest Shield Balanced,17-Sep-24,47.6315,ICICI Prudential Life Insurance Company Limited,17-Sep-24,32
ULIF 116 15/03/11 LHighNavB 105,Highest NAV Fund B,17-Sep-24,20.5322,ICICI Prudential Life Insurance Company Limited,17-Sep-24,33
ULIF 059 15/01/09 HBalancer 105,Health Balancer Fund,17-Sep-24,50.8334,ICICI Prudential Life Insurance Company Limited,17-Sep-24,34
ULIF 034 20/03/07 PFlexiBal1 105,Pension Flexi Balanced Fund,17-Sep-24,49.0927,ICICI Prudential Life Insurance Company Limited,17-Sep-24,35
ULIF 018 03/01/05 LInvShld 105,Invest Sheild Fund - Life,17-Sep-24,54.4058,ICICI Prudential Life Insurance Company Limited,17-Sep-24,36
ULIF 019 03/01/05 PInvShld 105,Invest Sheild Fund - Pension,17-Sep-24,53.2603,ICICI Prudential Life Insurance Company Limited,17-Sep-24,37
ULIF 088 24/11/09 LMCapBal 105,Multi Cap Balanced Fund,17-Sep-24,42.5906,ICICI Prudential Life Insurance Company Limited,17-Sep-24,38
ULIF 005 03/05/02 PBalancer1 105,Pension Balancer Fund,17-Sep-24,87.5169,ICICI Prudential Life Insurance Company Limited,17-Sep-24,39
ULIF 015 17/05/04 PBalancer2 105,Pension Balancer Fund II,17-Sep-24,78.3202,ICICI Prudential Life Insurance Company Limited,17-Sep-24,40
ULIF 098 11/01/10 PDynmicPE 105,Pension Dynamic P/E Fund,17-Sep-24,34.2583,ICICI Prudential Life Insurance Company Limited,17-Sep-24,41
ULIF 035 20/03/07 PFlexiBal2 105,Pension Flexi Balanced II,17-Sep-24,60.9205,ICICI Prudential Life Insurance Company Limited,17-Sep-24,42
ULIF 023 13/03/06 LBalancer3 105,Balancer Fund III,17-Sep-24,47.9260,ICICI Prudential Life Insurance Company Limited,17-Sep-24,43
ULIF 002 22/10/01 LBalancer1 105,Balancer Fund,17-Sep-24,103.3286,ICICI Prudential Life Insurance Company Limited,17-Sep-24,44
ULIF 014 17/05/04 LBalancer2 105,Balancer Fund II,17-Sep-24,84.5867,ICICI Prudential Life Insurance Company Limited,17-Sep-24,45
ULIF 039 27/08/07 LBalancer4 105,Balancer Fund IV,17-Sep-24,51.8061,ICICI Prudential Life Insurance Company Limited,17-Sep-24,46
ULIF 094 11/01/10 PMCapBal 105,Pension Multi Cap Balanced,17-Sep-24,39.6215,ICICI Prudential Life Insurance Company Limited,17-Sep-24,47
ULIF 097 11/01/10 LDynmicPE 105,Dynamic P/E Fund,17-Sep-24,35.1992,ICICI Prudential Life Insurance Company Limited,17-Sep-24,48
ULIF 081 26/10/09 LPinnacle 105,Pinnacle Fund,17-Sep-24,23.7869,ICICI Prudential Life Insurance Company Limited,17-Sep-24,49
ULIF 032 20/03/07 LFlexiBal2 105,Flexi Balanced Fund II,17-Sep-24,59.7077,ICICI Prudential Life Insurance Company Limited,17-Sep-24,50
ULIF 033 20/03/07 LFlexiBal3 105,Flexi Balanced Fund III,17-Sep-24,45.8848,ICICI Prudential Life Insurance Company Limited,17-Sep-24,51
ULIF 040 27/08/07 LFlexiBal4 105,Flexi Balanced Fund IV,17-Sep-24,52.7976,ICICI Prudential Life Insurance Company Limited,17-Sep-24,52
ULIF 007 11/08/03 LSecPlus 105,Secure Plus Fund,17-Sep-24,46.7433,ICICI Prudential Life Insurance Company Limited,17-Sep-24,53
ULIF 009 17/11/03 PSecPlus 105,Secure Plus Pension Fund,17-Sep-24,43.1437,ICICI Prudential Life Insurance Company Limited,17-Sep-24,54
ULIF 076 29/05/09 LSSavGtee 105,Secure Save Guarantee Fund,17-Sep-24,33.3924,ICICI Prudential Life Insurance Company Limited,17-Sep-24,55
ULIF 136 25/03/13 ERSPBF 105,Easy Retirement SP Balanced Fu,17-Sep-24,25.7054,ICICI Prudential Life Insurance Company Limited,17-Sep-24,56
ULIF 056 15/01/09 HPreserv 105,Health Preserver Fund,17-Sep-24,29.0514,ICICI Prudential Life Insurance Company Limited,17-Sep-24,57
ULIF 061 15/01/09 HProtect 105,Health Protector Fund,17-Sep-24,37.0760,ICICI Prudential Life Insurance Company Limited,17-Sep-24,58
ULIF 089 24/11/09 LIncome 105,Income Fund,17-Sep-24,30.3334,ICICI Prudential Life Insurance Company Limited,17-Sep-24,59
ULIF 020 03/01/05 LInvCash 105,Invest Shield Cash Fund,17-Sep-24,42.5169,ICICI Prudential Life Insurance Company Limited,17-Sep-24,60
ULIF 135 19/09/13 LSF 105,Life Secure Fund,17-Sep-24,20.6924,ICICI Prudential Life Insurance Company Limited,17-Sep-24,61
ULIF 090 24/11/09 LMoneyMkt 105,Money Market Fund,17-Sep-24,26.6918,ICICI Prudential Life Insurance Company Limited,17-Sep-24,62
ULIF 008 11/08/03 LCashPlus 105,Cash Plus Fund,17-Sep-24,44.7113,ICICI Prudential Life Insurance Company Limited,17-Sep-24,63
ULIF 095 11/01/10 PIncome 105,Pension Income Fund,17-Sep-24,30.3474,ICICI Prudential Life Insurance Company Limited,17-Sep-24,64
ULIF 096 11/01/10 PMoneyMkt 105,Pension Money Market Fund,17-Sep-24,26.4990,ICICI Prudential Life Insurance Company Limited,17-Sep-24,65
ULIF 100 01/07/10 LDiscont 105,Discontinued Fund - Life,17-Sep-24,23.7260,ICICI Prudential Life Insurance Company Limited,17-Sep-24,66
ULIF 101 01/07/10 PDiscont 105,Discontinued Fund - Pension,17-Sep-24,18.9958,ICICI Prudential Life Insurance Company Limited,17-Sep-24,67
ULIF 011 17/05/04 PPreserv 105,Pension Preserver Fund,17-Sep-24,39.9301,ICICI Prudential Life Insurance Company Limited,17-Sep-24,68
ULIF 006 03/05/02 PProtect1 105,Pension Protector Fund,17-Sep-24,47.7409,ICICI Prudential Life Insurance Company Limited,17-Sep-24,69
ULIF 017 17/05/04 PProtect2 105,Pension Protector Fund II,17-Sep-24,48.0440,ICICI Prudential Life Insurance Company Limited,17-Sep-24,70
ULIF 128 01/12/11 PSECURE 105,Pension Secure Fund,17-Sep-24,23.1588,ICICI Prudential Life Insurance Company Limited,17-Sep-24,71
ULIF 010 17/05/04 LPreserv1 105,Preserver Fund,17-Sep-24,40.3881,ICICI Prudential Life Insurance Company Limited,17-Sep-24,72
ULIF 021 13/03/06 LPreserv3 105,Preserver Fund III,17-Sep-24,35.8894,ICICI Prudential Life Insurance Company Limited,17-Sep-24,73
ULIF 036 27/08/07 LPreserv4 105,Preserver Fund IV,17-Sep-24,32.5279,ICICI Prudential Life Insurance Company Limited,17-Sep-24,74
ULIF 003 22/10/01 LProtect1 105,Protector Fund,17-Sep-24,53.5366,ICICI Prudential Life Insurance Company Limited,17-Sep-24,75
ULIF 016 17/05/04 LProtect2 105,Protector Fund II,17-Sep-24,49.2462,ICICI Prudential Life Insurance Company Limited,17-Sep-24,76
ULIF 024 13/03/06 LProtect3 105,Protector Fund III,17-Sep-24,38.7123,ICICI Prudential Life Insurance Company Limited,17-Sep-24,77
ULIF 041 27/08/07 LProtect4 105,Protector Fund IV,17-Sep-24,39.6947,ICICI Prudential Life Insurance Company Limited,17-Sep-24,78
ULIF 133 02/11/12 ERSF 105,Easy Retirement Secure Fund,17-Sep-24,22.3719,ICICI Prudential Life Insurance Company Limited,17-Sep-24,79
ULGF 043 30/04/13 GEquity2 105,Group Equity Fund II,17-Sep-24,29.2337,ICICI Prudential Life Insurance Company Limited,17-Sep-24,80
ULIF 136 11/20/14 MIF 105,Maximise India Fund,17-Sep-24,30.0910,ICICI Prudential Life Insurance Company Limited,17-Sep-24,81
ULIF 058 15/01/09 HMultip 105,Health Multiplier Fund,17-Sep-24,90.4921,ICICI Prudential Life Insurance Company Limited,17-Sep-24,82
ULIF 077 29/05/09 LSSavBuil 105,Secure Save Builder Fund,17-Sep-24,44.7767,ICICI Prudential Life Insurance Company Limited,17-Sep-24,83
ULIF 057 15/01/09 HFlexiGro 105,Health Flexi Growth Fund,17-Sep-24,88.9503,ICICI Prudential Life Insurance Company Limited,17-Sep-24,84
ULIF 026 20/03/07 LFlexiGro1 105,Flexi Growth Fund,17-Sep-24,62.9811,ICICI Prudential Life Insurance Company Limited,17-Sep-24,85
ULIF 029 20/03/07 PFlexiGro1 105,Pension Flexi Growth Fund,17-Sep-24,67.1536,ICICI Prudential Life Insurance Company Limited,17-Sep-24,86
ULIF 048 17/03/08 LRICH1 105,RICH Fund,17-Sep-24,58.6490,ICICI Prudential Life Insurance Company Limited,17-Sep-24,87
ULIF 001 22/10/01 LMaximis1 105,Maximiser Fund,17-Sep-24,305.3536,ICICI Prudential Life Insurance Company Limited,17-Sep-24,88
ULIF 012 17/05/04 LMaximis2 105,Maximiser Fund II,17-Sep-24,194.0953,ICICI Prudential Life Insurance Company Limited,17-Sep-24,89
ULIF 022 13/03/06 LMaximis3 105,Maximiser Fund III,17-Sep-24,78.6264,ICICI Prudential Life Insurance Company Limited,17-Sep-24,90
ULIF 037 27/08/07 LMaximis4 105,Maximiser Fund IV,17-Sep-24,68.8118,ICICI Prudential Life Insurance Company Limited,17-Sep-24,91
ULIF 028 20/03/07 LFlexiGro3 105,Flexi Growth Fund III,17-Sep-24,63.3602,ICICI Prudential Life Insurance Company Limited,17-Sep-24,92
ULIF 038 27/08/07 LFlexiGro4 105,Flexi Growth Fund IV,17-Sep-24,61.2510,ICICI Prudential Life Insurance Company Limited,17-Sep-24,93
ULIF 114 15/03/11 LMaximis5 105,Maximiser Fund V,17-Sep-24,55.6532,ICICI Prudential Life Insurance Company Limited,17-Sep-24,94
ULIF 085 24/11/09 LMCapGro 105,Multi Cap Growth Fund,17-Sep-24,56.8360,ICICI Prudential Life Insurance Company Limited,17-Sep-24,95
ULIF 042 22/11/07 LMultip1 105,Multiplier Fund,17-Sep-24,42.4038,ICICI Prudential Life Insurance Company Limited,17-Sep-24,96
ULIF 044 25/02/08 LMultip2 105,Multiplier Fund II,17-Sep-24,53.6429,ICICI Prudential Life Insurance Company Limited,17-Sep-24,97
ULIF 046 25/02/08 LMultip3 105,Multiplier Fund III,17-Sep-24,46.9530,ICICI Prudential Life Insurance Company Limited,17-Sep-24,98
ULIF 047 25/02/08 LMultip4 105,Multiplier Fund IV,17-Sep-24,53.4924,ICICI Prudential Life Insurance Company Limited,17-Sep-24,99
ULIF 086 24/11/09 LOpport 105,Opportunities Fund,17-Sep-24,60.9134,ICICI Prudential Life Insurance Company Limited,17-Sep-24,100
ULIF 093 11/01/10 PBluChip 105,Pension Bluechip Fund,17-Sep-24,46.1915,ICICI Prudential Life Insurance Company Limited,17-Sep-24,101
ULIF 030 20/03/07 PFlexiGro2 105,Pension Flexi Growth II,17-Sep-24,78.8909,ICICI Prudential Life Insurance Company Limited,17-Sep-24,102
ULIF 127 01/12/11 PGROWTH 105,Pension Growth Fund,17-Sep-24,40.4094,ICICI Prudential Life Insurance Company Limited,17-Sep-24,103
ULIF 087 24/11/09 LBluChip 105,Bluechip Fund,17-Sep-24,47.4899,ICICI Prudential Life Insurance Company Limited,17-Sep-24,104
ULIF 013 17/05/04 PMaximis2 105,Pension Maximiser Fund II,17-Sep-24,216.0340,ICICI Prudential Life Insurance Company Limited,17-Sep-24,105
ULIF 004 03/05/02 PMaximis1 105,Pension Maximiser Fund,17-Sep-24,329.0641,ICICI Prudential Life Insurance Company Limited,17-Sep-24,106
ULIF 091 11/01/10 PMCapGro 105,Pension Multi Cap Growth Fund,17-Sep-24,52.6867,ICICI Prudential Life Insurance Company Limited,17-Sep-24,107
ULIF 043 25/02/08 PMultip1 105,Pension Multiplier Fund,17-Sep-24,41.7134,ICICI Prudential Life Insurance Company Limited,17-Sep-24,108
ULIF 045 25/02/08 PMultip2 105,Pension Multiplier Fund II,17-Sep-24,48.8499,ICICI Prudential Life Insurance Company Limited,17-Sep-24,109
ULIF 092 11/01/10 POpport 105,Pension Opportunities Fund,17-Sep-24,60.4458,ICICI Prudential Life Insurance Company Limited,17-Sep-24,110
ULIF 052 17/03/08 PRICH1 105,Pension RICH Fund,17-Sep-24,67.2187,ICICI Prudential Life Insurance Company Limited,17-Sep-24,111
ULIF 053 17/03/08 PRICH2 105,Pension RICH Fund II,17-Sep-24,76.5151,ICICI Prudential Life Insurance Company Limited,17-Sep-24,112
ULIF 049 17/03/08 LRICH2 105,RICH Fund II,17-Sep-24,67.4398,ICICI Prudential Life Insurance Company Limited,17-Sep-24,113
ULIF 050 17/03/08 LRICH3 105,RICH Fund III,17-Sep-24,58.7924,ICICI Prudential Life Insurance Company Limited,17-Sep-24,114
ULIF 051 17/03/08 LRICH4 105,RICH Fund IV,17-Sep-24,67.0295,ICICI Prudential Life Insurance Company Limited,17-Sep-24,115
ULIF 027 20/03/07 LFlexiGro2 105,Flexi Growth Fund II,17-Sep-24,72.6159,ICICI Prudential Life Insurance Company Limited,17-Sep-24,116
ULIF 134 19/09/13 LGF 105,LIFE GROWTH FUND,17-Sep-24,36.2729,ICICI Prudential Life Insurance Company Limited,17-Sep-24,117
ULIF 138 15/02/17 AAABF 105,Active Asset Allocation Balanc,17-Sep-24,19.7218,ICICI Prudential Life Insurance Company Limited,17-Sep-24,118
ULIF 139 24/11/17 VEF 105,Value Enhancer Fund,17-Sep-24,25.2713,ICICI Prudential Life Insurance Company Limited,17-Sep-24,119
ULIF 140 24/11/17 SOF 105,Secure Opportunities Fund,17-Sep-24,14.7064,ICICI Prudential Life Insurance Company Limited,17-Sep-24,120
ULIF 141 04/02/19 IndiaGrwth 105,India Growth Fund,17-Sep-24,24.3921,ICICI Prudential Life Insurance Company Limited,17-Sep-24,121
ULIF 142 04/02/19 FocusFifty 105,Focus 50 Fund,17-Sep-24,20.6821,ICICI Prudential Life Insurance Company Limited,17-Sep-24,122
ULIF 144 03/06/21 BalanceAdv 105,Balanced Advantage Fund,17-Sep-24,14.8483,ICICI Prudential Life Insurance Company Limited,17-Sep-24,123
ULIF 145 03/06/21 SustainEqu 105,Sustainable Equity Fund,17-Sep-24,14.7669,ICICI Prudential Life Insurance Company Limited,17-Sep-24,124
ULIF 146 28/06/22 MidCapFund 105,Mid Cap Fund,17-Sep-24,19.3809,ICICI Prudential Life Insurance Company Limited,17-Sep-24,125
ULIF 147 050123 MCHybrdGrt 105,Mid Cap Hybrid Growth Fund,17-Sep-24,16.8659,ICICI Prudential Life Insurance Company Limited,17-Sep-24,126
ULIF 148 050123 ConstntMat 105,Constant Maturity Fund,17-Sep-24,10.9277,ICICI Prudential Life Insurance Company Limited,17-Sep-24,127
ULIF 149 050723 McIndxFund 105,Mid Cap Index Fund,17-Sep-24,14.4387,ICICI Prudential Life Insurance Company Limited,17-Sep-24,128
ULIF 151 180124 McMomentum 105,Mid Cap 150 Momentum 50 Index fund,17-Sep-24,12.3479,ICICI Prudential Life Insurance Company Limited,17-Sep-24,129
ULIF 152 220224 MultiCapIF 105,Multicap 50 25 25 Index Fund,17-Sep-24,12.0789,ICICI Prudential Life Insurance Company Limited,17-Sep-24,130
ULIF 153 150424 MidSmal400 105,MidSmall Cap 400 Index Fund,17-Sep-24,11.5648,ICICI Prudential Life Insurance Company Limited,17-Sep-24,131
ULIF 137 27/11/15 UNCLAIM 105,UNCLAIMED FUND,17-Sep-24,16.4832,ICICI Prudential Life Insurance Company Limited,17-Sep-24,132
ULIF 154 260624 PenIndGrwt 105,Pension India Growth Fund,17-Sep-24,10.2565,ICICI Prudential Life Insurance Company Limited,17-Sep-24,133
ULIF 155 260624 PensionBal 105,Pension Balanced Fund,17-Sep-24,10.3239,ICICI Prudential Life Insurance Company Limited,17-Sep-24,134
ULGF 013 02/04/08 GLEBal 105,Group Leave Encashment Balance,09-Aug-24,37.2640,ICICI Prudential Life Insurance Company Limited,09-Aug-24,1
ULGF 001 03/04/03 GBalancer 105,Group Balanced Fund,09-Aug-24,66.1783,ICICI Prudential Life Insurance Company Limited,09-Aug-24,2
